Sea temp (X),Air temp (Y),Years,Sea temp (X),Air temp (Y),Years,Sea temp (X),Rainfall (Y),years,Sea temp (X),Rainfall (Y),years,Air temp (Y),Rainfall (Y),Years,Air temp (Y),Rainfall (Y),Years, , , 
24.4,26.6,Non-Ni
